OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
960,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Odontella weissflogii,x,,Cells/L,Detected in sample but not observed during cell counts 
961,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Paralia sulcata,,,Cells/L,Not detected
962,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Plagiotropis sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
963,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Pleurosigma sp.,,,Cells/L,Not detected
964,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,x,,Cells/L,Detected in sample but not observed during cell counts 
965,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Rhizosolenia sp. (imbricata group),x,,Cells/L,Detected in sample but not observed during cell counts 
966,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Skeletonema costatum complex,,1000,Cells/L,"1,000 Cells/L"
967,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Striatella  unipunctata,,,Cells/L,Not detected
968,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Surirella sp.,,,Cells/L,Not detected
969,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Synedra sp.,,,Cells/L,Not detected
970,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Tabellaria sp.,,,Cells/L,Not detected
971,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Thalassiosira sp.,,,Cells/L,Not detected
972,Largs Bay Jetty,2025-07-02,Algal Identification,Diatoms,Triceratium spp.,,,Cells/L,Not detected
973,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,7500,Cells/L,"7,500 Cells/L"
974,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis acuminata,,50,Cells/L,50 Cells/L
975,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis caudata,,1050,Cells/L,"1,050 Cells/L"
976,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis schroederii,x,,Cells/L,Detected in sample but not observed during cell counts 
977,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Diplopsalid spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
978,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,,,Cells/L,Not detected
979,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gonyaulax  spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
980,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,155000,Cells/L,"155,000 Cells/L"
981,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gyrodinium spp.,,500,Cells/L,500 Cells/L
982,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Heterocapsa rotundata,,,Cells/L,Not detected
983,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Heterocapsa spp.,,15000,Cells/L,"15,000 Cells/L"
984,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Karenia sp.,,44000,Cells/L,"44,000 Cells/L"
985,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Karlodinium sp.,,,Cells/L,Not detected
986,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Katodinium sp.,,5000,Cells/L,"5,000 Cells/L"
987,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Lessardia  elongata,,5000,Cells/L,"5,000 Cells/L"
988,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Margalefidinium (=Cochlodinium) spp. ,x,,Cells/L,Detected in sample but not observed during cell counts 
989,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Mesoporus perforatus,,500,Cells/L,500 Cells/L
990,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Oxytoxum sp.,,5000,Cells/L,"5,000 Cells/L"
991,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Peridinium sp.,,,Cells/L,Not detected
992,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Pronoctiluca spinifera,,,Cells/L,Not detected
993,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum cordatum,,500,Cells/L,500 Cells/L
994,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,1000,Cells/L,"1,000 Cells/L"
995,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum gracile,x,,Cells/L,Detected in sample but not observed during cell counts 
996,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum triestinum,,,Cells/L,Not detected
997,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum vaginula,,5000,Cells/L,"5,000 Cells/L"
998,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Prorocentrum sp.,,,Cells/L,Not detected
999,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Protoperidinium spp.,,5000,Cells/L,"5,000 Cells/L"
1000,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Pseliodinium sp.,,,Cells/L,Not detected
1001,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Scrippsiella spp.,,5000,Cells/L,"5,000 Cells/L"
1002,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Sinophysis sp.,,50,Cells/L,50 Cells/L
1003,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
1004,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) furca,x,,Cells/L,Detected in sample but not observed during cell counts 
1005,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) fusus,,500,Cells/L,500 Cells/L
1006,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) inflatus,x,,Cells/L,Detected in sample but not observed during cell counts 
1007,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) lineatus,,5000,Cells/L,"5,000 Cells/L"
1008,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) muelleri,x,,Cells/L,Detected in sample but not observed during cell counts 
1009,Largs Bay Jetty,2025-07-02,Algal Identification,Dinoflagellates,Tripos (=Ceratium) tenue (=horridum),,,Cells/L,Not detected
1010,Largs Bay Jetty,2025-07-02,Algal Identification,Chrysophytes,Dinobryon sp.,,,Cells/L,Not detected
1011,Largs Bay Jetty,2025-07-02,Algal Identification,Chrysophytes,Ochromonas spp.,,205000,Cells/L,"205,000 Cells/L"
1012,Largs Bay Jetty,2025-07-02,Algal Identification,Prymnesiophytes,cf. Calyptrosphaera sp.,,,Cells/L,Not detected
1013,Largs Bay Jetty,2025-07-02,Algal Identification,Prymnesiophytes,Chrysochromulina spp.,,500,Cells/L,500 Cells/L
1014,Largs Bay Jetty,2025-07-02,Algal Identification,Prymnesiophytes,Emiliania huxleyi,,75000,Cells/L,"75,000 Cells/L"
1015,Largs Bay Jetty,2025-07-02,Algal Identification,Prymnesiophytes,Prymnesium sp.,,,Cells/L,Not detected
1016,Largs Bay Jetty,2025-07-02,Algal Identification,Cryptophytes,Hemiselmis sp.,,45000,Cells/L,"45,000 Cells/L"
1017,Largs Bay Jetty,2025-07-02,Algal Identification,Cryptophytes,Leucocryptos marina,,500,Cells/L,500 Cells/L
1018,Largs Bay Jetty,2025-07-02,Algal Identification,Cryptophytes,Plagioselmis prolonga,,105000,Cells/L,"105,000 Cells/L"
1019,Largs Bay Jetty,2025-07-02,Algal Identification,Cryptophytes,Rhodomonas sp.,,,Cells/L,Not detected
1020,Largs Bay Jetty,2025-07-02,Algal Identification,Cryptophytes,Teleaulax acuta,,5000,Cells/L,"5,000 Cells/L"
1021,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Dunaliella sp.,,1000,Cells/L,"1,000 Cells/L"
1022,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Elakatothrix sp.,,500,Cells/L,500 Cells/L
1023,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Monoraphidium sp.,,,Cells/L,Not detected
1024,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Oocystis sp.,,20000,Cells/L,"20,000 Cells/L"
1025,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Scenedesmus sp.,,,Cells/L,Not detected
1026,Largs Bay Jetty,2025-07-02,Algal Identification,Chlorophytes,Tetraedon sp.,,,Cells/L,Not detected
1027,Largs Bay Jetty,2025-07-02,Algal Identification,Prasinophytes,Pyramimonas spp.,,25000,Cells/L,"25,000 Cells/L"
1028,Largs Bay Jetty,2025-07-02,Algal Identification,Euglenophyta,Eutreptiella spp.,,,Cells/L,Not detected
1029,Largs Bay Jetty,2025-07-02,Algal Identification,Cyanoprokaryota,Lyngbya sp. (filaments),,,Cells/L,Not detected
1030,Largs Bay Jetty,2025-07-02,Algal Identification,Cyanoprokaryota,Oscillatoria sp.,,,Cells/L,Not detected
1031,Largs Bay Jetty,2025-07-02,Algal Identification,Cyanoprokaryota,Phormidium sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
1032,Largs Bay Jetty,2025-07-02,Algal Identification,Cyanoprokaryota,Trichodesmium erythraeum,,,Cells/L,Not detected
1033,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
1034,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Dictyocha fibula,,,Cells/L,Not detected
1035,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Dictyocha octonaria,,,Cells/L,Not detected
1036,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Apedinella spinifera,,500,Cells/L,500 Cells/L
1037,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Pedinella hexacostata,,,Cells/L,Not detected
1038,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Unidentified Amoebae,,,Cells/L,Not detected
1039,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Unidentified Bodonids,,5000,Cells/L,"5,000 Cells/L"
1040,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Unidentified Choanoflagellates,,25000,Cells/L,"25,000 Cells/L"
1041,Largs Bay Jetty,2025-07-02,Algal Identification,Other,Mesodinium rubrum,,5000,Cells/L,"5,000 Cells/L"
1042,Glenelg Jetty,2025-07-02,Algal Count - Total,,Results summary,"A mix of benthic diatoms (Cylindrotheca), planktonic diatoms (Asterionellopsis) and small flagellates (cryptomonads, dinoflagellates, prymnesiophytes, ochromonads).  High levels of sediment and organic detritus.",,,"A mix of benthic diatoms (Cylindrotheca), planktonic diatoms (Asterionellopsis) and small flagellates (cryptomonads, dinoflagellates, prymnesiophytes, ochromonads).  High levels of sediment and organic detritus."
1043,Glenelg Jetty,2025-07-02,Algal Count - Total,,Total Phytoplankton,,567050,Cells/L,"567,050 Cells/L"
1044,Glenelg Jetty,2025-07-02,Algal Count - Total,,Diatoms ,,280000,Cells/L,"280,000 Cells/L"
1045,Glenelg Jetty,2025-07-02,Algal Count - Total,,Dinoflagellates,,106550,Cells/L,"106,550 Cells/L"
1046,Glenelg Jetty,2025-07-02,Algal Count - Total,,Other flagellates,,180500,Cells/L,"180,500 Cells/L"
1047,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Achnanthes sp.,,,Cells/L,Not detected
1048,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Amphora sp.,,,Cells/L,Not detected
1049,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Anaulus australis,,,Cells/L,Not detected
1050,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Ardissonea crystallina,,,Cells/L,Not detected
1051,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Asterionellopsis glacialis,,116000,Cells/L,"116,000 Cells/L"
1052,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Cerataulina pelagica,,,Cells/L,Not detected
1053,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Chaetoceros spp.,,8000,Cells/L,"8,000 Cells/L"
1054,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Cocconeis spp.,,4000,Cells/L,"4,000 Cells/L"
1055,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Coscinodiscus spp.,,2000,Cells/L,"2,000 Cells/L"
1056,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Cyclophora tenuis,,,Cells/L,Not detected
1057,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Cyclotella sp.,,8000,Cells/L,"8,000 Cells/L"
1058,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Cylindrotheca (=Ceratoneis) closterium,,108000,Cells/L,"108,000 Cells/L"
1059,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Dactyliosolen fragilissimus,,,Cells/L,Not detected
1060,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Dactyliosolen phukutensis,,,Cells/L,Not detected
1061,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Encyonema sp.,,,Cells/L,Not detected
1062,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Entomoneis spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
1063,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Eunotia sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
1064,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Grammotophora marina,,,Cells/L,Not detected
1065,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Guinardia flaccida,,12000,Cells/L,"12,000 Cells/L"
1066,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Hemiaulus hauckii,,,Cells/L,Not detected
1067,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Lauderia annulata,,20000,Cells/L,"20,000 Cells/L"
1068,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Licmophora sp.,,,Cells/L,Not detected
1069,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Lyrella sp.,,,Cells/L,Not detected
1070,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Melosira sp.,,,Cells/L,Not detected
1071,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Minidiscus trioculatus,,,Cells/L,Not detected
1072,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Minutocellus scriptus,,,Cells/L,Not detected
1073,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Naviculoid spp.,,,Cells/L,Not detected
1074,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Nitzschia spp.,,,Cells/L,Not detected
1075,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Nitzschia longissima,,,Cells/L,Not detected
1076,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Nitzschia sigmoidea,,,Cells/L,Not detected
1077,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Odontella aurita,,500,Cells/L,500 Cells/L
1078,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Odontella weissflogii,,,Cells/L,Not detected
1079,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Paralia sulcata,,500,Cells/L,500 Cells/L
1080,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Plagiotropis sp.,,500,Cells/L,500 Cells/L
1081,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Pleurosigma sp.,,,Cells/L,Not detected
1082,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
1083,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Rhizosolenia sp. (imbricata group),,,Cells/L,Not detected
1084,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Skeletonema costatum complex,,,Cells/L,Not detected
1085,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Striatella  unipunctata,,,Cells/L,Not detected
1086,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Surirella sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
1087,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Synedra sp.,,,Cells/L,Not detected
1088,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Tabellaria sp.,,,Cells/L,Not detected
1089,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Thalassiosira sp.,,500,Cells/L,500 Cells/L
1090,Glenelg Jetty,2025-07-02,Algal Identification,Diatoms,Triceratium spp.,,,Cells/L,Not detected
1091,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,1000,Cells/L,"1,000 Cells/L"
1092,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis acuminata,x,,Cells/L,Detected in sample but not observed during cell counts 
1093,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis caudata,,1050,Cells/L,"1,050 Cells/L"
1094,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Dinophysis schroederii,,,Cells/L,Not detected
1095,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Diplopsalid spp.,,,Cells/L,Not detected
1096,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,,1000,Cells/L,"1,000 Cells/L"
1097,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gonyaulax  spp.,,,Cells/L,Not detected
1098,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,64000,Cells/L,"64,000 Cells/L"
1099,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Gyrodinium spp.,,,Cells/L,Not detected
1100,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Heterocapsa rotundata,,,Cells/L,Not detected
1101,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Heterocapsa spp.,,,Cells/L,Not detected
1102,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Karenia sp.,,2500,Cells/L,"2,500 Cells/L"
1103,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Karlodinium sp.,,,Cells/L,Not detected
1104,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Katodinium sp.,,500,Cells/L,500 Cells/L
1105,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Lessardia  elongata,,,Cells/L,Not detected
1106,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Margalefidinium (=Cochlodinium) spp. ,,,Cells/L,Not detected
1107,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Mesoporus perforatus,,500,Cells/L,500 Cells/L
1108,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Oxytoxum sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
1109,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Peridinium sp.,,8000,Cells/L,"8,000 Cells/L"
1110,Glenelg Jetty,2025-07-02,Algal Identification,Dinoflagellates,Pronoctiluca spinifera,x,,Cells/L,Detected in sample but not observed during cell counts 
